214
t_index tf-idf 
11996 2.085171609736812
4977 3.039414119176137
2733 3.039414119176137
7511 2.738384123512156
8279 3.039414119176137
8274 1.1881557704570618
5308 3.039414119176137
6762 2.5622928644564746
12105 3.039414119176137
955 2.738384123512156
9587 2.738384123512156
2725 3.039414119176137
4289 3.039414119176137
8978 3.039414119176137
6408 3.039414119176137
3342 2.340444114840118
7902 2.4373541278481747
3093 3.039414119176137
69 3.039414119176137
10977 2.738384123512156
12192 2.2612628687924934
8855 3.039414119176137
2883 2.738384123512156
9586 3.039414119176137
8397 3.039414119176137
8671 3.039414119176137
5816 3.039414119176137
8507 2.738384123512156
6586 3.039414119176137
8201 2.2612628687924934
2162 3.039414119176137
8784 2.738384123512156
3072 3.039414119176137
4767 3.039414119176137
3593 3.039414119176137
3891 3.039414119176137
8326 3.039414119176137
4668 2.738384123512156
4324 3.039414119176137
11209 3.039414119176137
9570 3.039414119176137
660 2.738384123512156
8675 3.039414119176137
2884 3.039414119176137
10043 3.039414119176137
9552 2.738384123512156
8931 3.039414119176137
7665 3.039414119176137
6030 3.039414119176137
4943 2.5622928644564746
1719 3.039414119176137
6121 3.039414119176137
8119 2.738384123512156
10872 1.8089651977978631
12085 3.039414119176137
2358 3.039414119176137
4607 3.039414119176137
3764 3.039414119176137
879 3.039414119176137
11866 2.738384123512156
11008 2.4373541278481747
9529 3.039414119176137
10656 3.039414119176137
9050 2.340444114840118
533 3.039414119176137
6133 2.738384123512156
10374 3.039414119176137
5972 3.039414119176137
10435 2.5622928644564746
11305 3.039414119176137
7414 2.738384123512156
11749 3.039414119176137
1821 3.039414119176137
2820 3.039414119176137
10903 3.039414119176137
11261 3.039414119176137
2875 3.039414119176137
11838 3.039414119176137
9290 3.039414119176137
12058 3.039414119176137
9516 3.039414119176137
423 2.738384123512156
532 3.039414119176137
7508 3.039414119176137
6891 2.738384123512156
1306 3.039414119176137
5377 3.039414119176137
4549 3.039414119176137
2652 3.039414119176137
1185 2.4373541278481747
9518 3.039414119176137
1910 3.039414119176137
10398 3.039414119176137
2882 3.039414119176137
3672 3.039414119176137
3598 2.738384123512156
2350 3.039414119176137
8528 3.039414119176137
2544 2.1943160791618803
10405 3.039414119176137
4471 3.039414119176137
6381 2.340444114840118
1122 3.039414119176137
12087 3.039414119176137
2734 2.5622928644564746
9399 3.039414119176137
8424 3.039414119176137
5781 3.039414119176137
1530 2.4373541278481747
7811 2.738384123512156
11156 3.039414119176137
11615 3.039414119176137
367 1.8633228601204557
7438 2.4373541278481747
6007 3.039414119176137
77 3.039414119176137
1935 2.4373541278481747
9500 3.039414119176137
214 3.039414119176137
1391 3.039414119176137
2678 3.039414119176137
2159 3.039414119176137
959 3.039414119176137
8114 2.2612628687924934
4325 3.039414119176137
9218 3.039414119176137
8173 2.738384123512156
9588 2.340444114840118
10196 3.039414119176137
6519 3.039414119176137
8319 3.039414119176137
11717 3.039414119176137
10938 3.039414119176137
9141 3.039414119176137
9434 3.039414119176137
12097 3.039414119176137
12032 3.039414119176137
1675 3.039414119176137
11894 2.1363241321841935
12060 3.039414119176137
2869 3.039414119176137
872 3.039414119176137
8840 2.5622928644564746
6223 2.5622928644564746
10112 2.738384123512156
4118 3.039414119176137
292 6.078828238352274
4285 9.11824235752841
2616 6.078828238352274
4877 3.039414119176137
9692 3.039414119176137
6127 3.039414119176137
2671 6.078828238352274
10014 3.039414119176137
7778 3.039414119176137
8892 2.5622928644564746
2249 3.039414119176137
7776 3.039414119176137
7999 2.738384123512156
8282 2.738384123512156
7718 6.078828238352274
1415 3.039414119176137
8920 3.039414119176137
3263 6.078828238352274
70 3.039414119176137
1686 3.039414119176137
6772 5.476768247024312
11418 3.039414119176137
1829 6.078828238352274
12053 3.039414119176137
7127 3.039414119176137
8817 2.738384123512156
111 3.039414119176137
8987 3.039414119176137
6230 3.039414119176137
8896 6.078828238352274
3433 3.039414119176137
1227 3.039414119176137
7930 3.039414119176137
7510 3.039414119176137
9000 2.738384123512156
12066 3.039414119176137
8117 3.039414119176137
3828 3.039414119176137
12017 2.5622928644564746
8486 6.078828238352274
7210 3.039414119176137
10169 3.039414119176137
9655 3.039414119176137
5419 6.078828238352274
6874 3.039414119176137
8636 6.078828238352274
8212 3.039414119176137
1488 6.078828238352274
6330 3.039414119176137
5324 3.039414119176137
8272 3.039414119176137
8288 3.039414119176137
8124 3.039414119176137
9844 3.039414119176137
6185 3.039414119176137
3253 3.039414119176137
2443 3.039414119176137
3877 3.039414119176137
5776 3.039414119176137
8919 2.738384123512156
3999 2.4373541278481747
11277 3.039414119176137
104 3.039414119176137
7001 2.738384123512156
6370 2.5622928644564746
6597 3.039414119176137
7145 3.039414119176137
4379 2.738384123512156
