191
t_index tf-idf 
11996 2.085171609736812
4977 3.039414119176137
3186 3.039414119176137
12027 2.1943160791618803
10193 3.039414119176137
8274 1.1881557704570618
7157 1.760660518223308
10562 3.039414119176137
8907 3.039414119176137
132 3.039414119176137
8040 3.039414119176137
2788 3.039414119176137
3729 3.039414119176137
3636 3.039414119176137
5406 3.039414119176137
7378 3.039414119176137
8276 2.5622928644564746
664 3.039414119176137
8823 3.039414119176137
7934 3.039414119176137
12192 2.2612628687924934
11666 3.039414119176137
10923 2.738384123512156
2276 3.039414119176137
6920 2.1363241321841935
8667 3.039414119176137
4455 3.039414119176137
1609 3.039414119176137
11440 3.039414119176137
10922 3.039414119176137
12132 3.039414119176137
11943 2.5622928644564746
11569 2.738384123512156
8916 3.039414119176137
754 3.039414119176137
6382 3.039414119176137
5500 2.738384123512156
6229 2.738384123512156
11209 3.039414119176137
2235 3.039414119176137
9145 3.039414119176137
2654 2.738384123512156
4107 3.039414119176137
6784 3.039414119176137
3538 3.039414119176137
2682 2.039414119176137
2264 2.738384123512156
7222 1.9980214340179119
6121 3.039414119176137
10828 3.039414119176137
8819 3.039414119176137
7705 3.039414119176137
11998 3.039414119176137
5664 3.039414119176137
6753 3.039414119176137
8943 3.039414119176137
3804 3.039414119176137
8993 2.5622928644564746
5446 2.738384123512156
6096 3.039414119176137
1193 3.039414119176137
9531 2.738384123512156
11008 2.4373541278481747
8117 3.039414119176137
10566 3.039414119176137
4140 3.039414119176137
2681 2.340444114840118
6133 2.738384123512156
2832 2.738384123512156
9914 3.039414119176137
9619 3.039414119176137
4350 3.039414119176137
9605 3.039414119176137
5221 3.039414119176137
2084 3.039414119176137
9290 3.039414119176137
6267 3.039414119176137
5373 3.039414119176137
7324 3.039414119176137
3866 3.039414119176137
9519 2.340444114840118
10086 3.039414119176137
9526 2.5622928644564746
6725 3.039414119176137
9518 3.039414119176137
8277 3.039414119176137
9809 3.039414119176137
6056 3.039414119176137
2882 3.039414119176137
6252 3.039414119176137
1497 3.039414119176137
7789 3.039414119176137
6626 2.5622928644564746
3068 3.039414119176137
10405 3.039414119176137
106 3.039414119176137
5640 3.039414119176137
6169 3.039414119176137
3583 3.039414119176137
1976 3.039414119176137
7434 3.039414119176137
11158 3.039414119176137
5781 3.039414119176137
10559 3.039414119176137
10600 2.738384123512156
3789 2.5622928644564746
4106 3.039414119176137
7543 3.039414119176137
3864 3.039414119176137
5827 3.039414119176137
480 3.039414119176137
9454 3.039414119176137
5475 3.039414119176137
3618 3.039414119176137
367 1.8633228601204557
6007 3.039414119176137
10809 3.039414119176137
1935 2.4373541278481747
216 3.039414119176137
5493 3.039414119176137
8377 3.039414119176137
6416 3.039414119176137
1047 3.039414119176137
3711 3.039414119176137
614 3.039414119176137
2547 3.039414119176137
395 3.039414119176137
5606 3.039414119176137
9099 3.039414119176137
9390 3.039414119176137
3777 2.2612628687924934
203 3.039414119176137
4139 3.039414119176137
8446 3.039414119176137
7785 3.039414119176137
11858 3.039414119176137
8889 3.039414119176137
10951 2.4373541278481747
7682 3.039414119176137
1913 3.039414119176137
6129 3.039414119176137
6079 3.039414119176137
7884 3.039414119176137
8019 3.039414119176137
9042 3.039414119176137
5660 3.039414119176137
576 3.039414119176137
7782 3.039414119176137
7853 3.039414119176137
7767 2.738384123512156
6093 3.039414119176137
1446 3.039414119176137
5445 3.039414119176137
8127 3.039414119176137
5264 3.039414119176137
1915 3.039414119176137
1725 3.039414119176137
10893 3.039414119176137
6574 3.039414119176137
8876 3.039414119176137
552 3.039414119176137
1314 3.039414119176137
973 3.039414119176137
6878 3.039414119176137
1434 3.039414119176137
525 3.039414119176137
7794 3.039414119176137
9423 3.039414119176137
11269 3.039414119176137
3528 3.039414119176137
1069 3.039414119176137
9576 3.039414119176137
4521 2.738384123512156
9497 2.4373541278481747
11387 3.039414119176137
441 2.738384123512156
5498 3.039414119176137
1879 3.039414119176137
3253 3.039414119176137
5776 3.039414119176137
5094 3.039414119176137
10596 2.738384123512156
5040 3.039414119176137
6688 3.039414119176137
4004 3.039414119176137
1468 3.039414119176137
4707 3.039414119176137
8906 3.039414119176137
3529 3.039414119176137
8314 2.738384123512156
6196 3.039414119176137
