46
t_index tf-idf 
2072 2.738384123512156
189 3.039414119176137
872 3.039414119176137
7511 2.738384123512156
8951 2.738384123512156
8337 3.039414119176137
2359 2.4373541278481747
10562 3.039414119176137
5471 3.039414119176137
4212 3.039414119176137
11008 2.4373541278481747
12042 3.039414119176137
10566 3.039414119176137
4289 3.039414119176137
8776 3.039414119176137
9101 3.039414119176137
6247 3.039414119176137
562 2.340444114840118
8276 2.5622928644564746
3342 2.340444114840118
5030 3.039414119176137
69 3.039414119176137
8676 3.039414119176137
10571 3.039414119176137
1978 3.039414119176137
1500 2.738384123512156
1253 3.039414119176137
9218 3.039414119176137
11967 2.738384123512156
8289 3.039414119176137
3019 3.039414119176137
12201 3.039414119176137
7140 2.738384123512156
7787 3.039414119176137
8126 3.039414119176137
11900 3.039414119176137
2656 3.039414119176137
5470 1.9602328731285121
10405 3.039414119176137
6030 3.039414119176137
5975 3.039414119176137
4275 3.039414119176137
7785 3.039414119176137
8119 2.738384123512156
6746 2.4373541278481747
1883 3.039414119176137
