198
t_index tf-idf 
843 3.039414119176137
4022 3.039414119176137
7157 1.760660518223308
2148 3.039414119176137
8040 3.039414119176137
4289 3.039414119176137
9724 3.039414119176137
8714 3.039414119176137
2056 3.039414119176137
527 3.039414119176137
7215 6.078828238352274
9289 3.039414119176137
8785 3.039414119176137
2408 3.039414119176137
8702 3.039414119176137
11693 3.039414119176137
1165 3.039414119176137
5161 3.039414119176137
8996 3.039414119176137
8734 3.039414119176137
355 3.039414119176137
7311 3.039414119176137
1283 3.039414119176137
10420 3.039414119176137
9027 3.039414119176137
3582 3.039414119176137
5450 3.039414119176137
11238 3.039414119176137
11903 2.738384123512156
10845 2.738384123512156
7504 3.039414119176137
8507 2.738384123512156
10228 3.039414119176137
2876 3.039414119176137
11436 2.1363241321841935
9575 3.039414119176137
8630 3.039414119176137
4539 3.039414119176137
11569 2.738384123512156
12121 2.738384123512156
6382 3.039414119176137
11209 3.039414119176137
660 2.738384123512156
624 3.039414119176137
2654 2.738384123512156
9028 3.039414119176137
4762 3.039414119176137
8931 3.039414119176137
4380 3.039414119176137
4733 3.039414119176137
1719 3.039414119176137
1878 3.039414119176137
4943 2.5622928644564746
3645 3.039414119176137
7655 3.039414119176137
8819 3.039414119176137
8047 3.039414119176137
9293 2.1363241321841935
8993 2.5622928644564746
5446 2.738384123512156
2130 2.738384123512156
11866 2.738384123512156
697 2.4373541278481747
9386 3.039414119176137
509 3.039414119176137
2681 2.340444114840118
4067 3.039414119176137
628 3.039414119176137
7437 3.039414119176137
6133 2.738384123512156
9607 3.039414119176137
8776 3.039414119176137
2832 2.738384123512156
5168 3.039414119176137
2820 3.039414119176137
8364 3.039414119176137
1978 3.039414119176137
9290 3.039414119176137
326 3.039414119176137
10927 3.039414119176137
8171 3.039414119176137
9281 3.039414119176137
9566 3.039414119176137
7192 3.039414119176137
10265 2.1943160791618803
11928 3.039414119176137
6046 3.039414119176137
3268 3.039414119176137
9526 2.5622928644564746
2800 2.340444114840118
11641 3.039414119176137
1185 2.4373541278481747
3321 3.039414119176137
2758 3.039414119176137
3575 3.039414119176137
2214 3.039414119176137
8270 3.039414119176137
2350 3.039414119176137
11867 3.039414119176137
9871 2.738384123512156
6588 3.039414119176137
11096 3.039414119176137
4866 3.039414119176137
2078 3.039414119176137
452 2.738384123512156
12262 3.039414119176137
7449 3.039414119176137
1679 3.039414119176137
2062 3.039414119176137
1235 3.039414119176137
2229 3.039414119176137
2405 3.039414119176137
7980 3.039414119176137
8813 3.039414119176137
5600 3.039414119176137
4475 3.039414119176137
4800 2.738384123512156
8353 3.039414119176137
367 1.8633228601204557
11103 3.039414119176137
3059 3.039414119176137
7438 2.4373541278481747
5153 3.039414119176137
9385 3.039414119176137
214 3.039414119176137
2159 3.039414119176137
3283 3.039414119176137
2915 3.039414119176137
9568 2.5622928644564746
5281 3.039414119176137
4420 2.2612628687924934
10396 3.039414119176137
10163 3.039414119176137
1791 3.039414119176137
4286 3.039414119176137
959 3.039414119176137
1643 3.039414119176137
8156 3.039414119176137
8289 3.039414119176137
1454 3.039414119176137
8991 3.039414119176137
2243 3.039414119176137
510 3.039414119176137
10990 3.039414119176137
2807 3.039414119176137
2018 2.738384123512156
119 2.5622928644564746
12197 1.9980214340179119
8771 3.039414119176137
8937 3.039414119176137
10575 3.039414119176137
7901 1.9602328731285121
11717 3.039414119176137
1036 2.4373541278481747
25 3.039414119176137
2347 3.039414119176137
2643 2.738384123512156
8793 3.039414119176137
5413 3.039414119176137
4139 3.039414119176137
3063 3.039414119176137
10523 3.039414119176137
11765 3.039414119176137
5807 3.039414119176137
10951 2.4373541278481747
6746 2.4373541278481747
9485 2.5622928644564746
500 3.039414119176137
8302 2.738384123512156
2255 3.039414119176137
4677 3.039414119176137
5973 3.039414119176137
10518 3.039414119176137
8939 3.039414119176137
8978 3.039414119176137
10365 3.039414119176137
7894 3.039414119176137
5352 3.039414119176137
3433 3.039414119176137
7723 3.039414119176137
6202 3.039414119176137
3655 2.2612628687924934
3378 3.039414119176137
4521 2.738384123512156
178 2.5622928644564746
7932 2.738384123512156
4566 3.039414119176137
10117 2.5622928644564746
3677 3.039414119176137
6701 2.340444114840118
105 2.5622928644564746
6972 3.039414119176137
5776 3.039414119176137
10454 3.039414119176137
2031 3.039414119176137
10682 3.039414119176137
8968 2.5622928644564746
8906 3.039414119176137
