46
t_index tf-idf 
8195 3.039414119176137
8724 2.738384123512156
4902 3.039414119176137
12105 3.039414119176137
3636 3.039414119176137
5398 2.340444114840118
8282 2.738384123512156
7438 2.4373541278481747
9289 3.039414119176137
5011 3.039414119176137
3865 3.039414119176137
2157 3.039414119176137
11944 3.039414119176137
10525 2.738384123512156
3655 2.2612628687924934
10845 2.738384123512156
1101 2.738384123512156
3597 3.039414119176137
3268 3.039414119176137
4521 2.738384123512156
2807 3.039414119176137
4007 3.039414119176137
11569 2.738384123512156
12197 1.9980214340179119
3435 3.039414119176137
1185 2.4373541278481747
10117 2.5622928644564746
660 2.738384123512156
10763 2.4373541278481747
7901 1.9602328731285121
6701 2.340444114840118
10085 2.738384123512156
7152 3.039414119176137
3421 3.039414119176137
2621 3.039414119176137
6169 3.039414119176137
3777 2.2612628687924934
203 3.039414119176137
3645 3.039414119176137
1163 2.1943160791618803
3252 2.5622928644564746
11052 3.039414119176137
9293 2.1363241321841935
1641 3.039414119176137
10600 2.738384123512156
6835 3.039414119176137
