40
t_index tf-idf 
3144 3.039414119176137
2314 3.039414119176137
8274 1.1881557704570618
5513 2.738384123512156
8922 3.039414119176137
11866 2.738384123512156
8302 2.738384123512156
6900 3.039414119176137
5673 2.340444114840118
6785 3.039414119176137
7408 3.039414119176137
3649 3.039414119176137
3342 2.340444114840118
3791 3.039414119176137
9298 3.039414119176137
11217 3.039414119176137
5988 2.738384123512156
8555 3.039414119176137
7902 2.4373541278481747
9290 3.039414119176137
50 3.039414119176137
7941 2.340444114840118
279 2.5622928644564746
4167 3.039414119176137
5816 3.039414119176137
3072 3.039414119176137
7944 2.4373541278481747
9404 3.039414119176137
8271 3.039414119176137
441 2.738384123512156
11125 3.039414119176137
2170 2.4373541278481747
8553 3.039414119176137
10272 3.039414119176137
6381 2.340444114840118
2734 2.5622928644564746
8335 3.039414119176137
7222 1.9980214340179119
10544 3.039414119176137
2229 3.039414119176137
